"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"LANDIS_ERBB2_BREAST_TUMORS_65_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_TUMORS_65_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LANDIS_ERBB2_BREAST_TUMORS_65_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_TUMORS_65_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP","http://www.broadinstitute.org/gsea/msigdb/cards/CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ODONNELL_METASTASIS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ODONNELL_METASTASIS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ODONNELL_METASTASIS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ODONNELL_METASTASIS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"CAIRO_PML_TARGETS_BOUND_BY_MYC_UP","http://www.broadinstitute.org/gsea/msigdb/cards/CAIRO_PML_TARGETS_BOUND_BY_MYC_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"CAIRO_PML_TARGETS_BOUND_BY_MYC_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CAIRO_PML_TARGETS_BOUND_BY_MYC_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP","http://www.broadinstitute.org/gsea/msigdb/cards/OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN","http://www.broadinstitute.org/gsea/msigdb/cards/OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LANDIS_ERBB2_BREAST_TUMORS_324_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_TUMORS_324_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LANDIS_ERBB2_BREAST_TUMORS_324_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_TUMORS_324_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BARIS_THYROID_CANCER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BARIS_THYROID_CANCER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BARIS_THYROID_CANCER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BARIS_THYROID_CANCER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BERENJENO_TRANSFORMED_BY_RHOA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BERENJENO_TRANSFORMED_BY_RHOA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KERLEY_RESPONSE_TO_CISPLATIN_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KERLEY_RESPONSE_TO_CISPLATIN_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KERLEY_RESPONSE_TO_CISPLATIN_DN","http://www.broadinstitute.org/gsea/msigdb/cards/KERLEY_RESPONSE_TO_CISPLATIN_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MISSIAGLIA_REGULATED_BY_METHYLATION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MISSIAGLIA_REGULATED_BY_METHYLATION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MISSIAGLIA_REGULATED_BY_METHYLATION_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MISSIAGLIA_REGULATED_BY_METHYLATION_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TANG_SENESCENCE_TP53_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TANG_SENESCENCE_TP53_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TANG_SENESCENCE_TP53_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TANG_SENESCENCE_TP53_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_BARRETTS_ESOPHAGUS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_BARRETTS_ESOPHAGUS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_BARRETTS_ESOPHAGUS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_BARRETTS_ESOPHAGUS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WANG_ESOPHAGUS_CANCER_PROGRESSION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WANG_ESOPHAGUS_CANCER_PROGRESSION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP","http://www.broadinstitute.org/gsea/msigdb/cards/JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN","http://www.broadinstitute.org/gsea/msigdb/cards/JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_3_4WK_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_3_4WK_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_3_4WK_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_3_4WK_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_4_5WK_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_4_5WK_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_4_5WK_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_4_5WK_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_5_6WK_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_5_6WK_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_5_6WK_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_5_6WK_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_6_7WK_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_6_7WK_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_BREAST_6_7WK_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_6_7WK_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP","http://www.broadinstitute.org/gsea/msigdb/cards/VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN","http://www.broadinstitute.org/gsea/msigdb/cards/VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LUI_THYROID_CANCER_PAX8_PPARG_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LUI_THYROID_CANCER_PAX8_PPARG_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LUI_THYROID_CANCER_PAX8_PPARG_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LUI_THYROID_CANCER_PAX8_PPARG_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HAMAI_APOPTOSIS_VIA_TRAIL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HAMAI_APOPTOSIS_VIA_TRAIL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HAMAI_APOPTOSIS_VIA_TRAIL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HAMAI_APOPTOSIS_VIA_TRAIL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP","http://www.broadinstitute.org/gsea/msigdb/cards/OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN","http://www.broadinstitute.org/gsea/msigdb/cards/OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HUMMERICH_BENIGN_SKIN_TUMOR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HUMMERICH_BENIGN_SKIN_TUMOR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HUMMERICH_BENIGN_SKIN_TUMOR_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HUMMERICH_BENIGN_SKIN_TUMOR_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HUMMERICH_MALIGNANT_SKIN_TUMOR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HUMMERICH_MALIGNANT_SKIN_TUMOR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HUMMERICH_MALIGNANT_SKIN_TUMOR_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HUMMERICH_MALIGNANT_SKIN_TUMOR_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LUCAS_HNF4A_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LUCAS_HNF4A_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LUCAS_HNF4A_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LUCAS_HNF4A_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZIRN_TRETINOIN_RESPONSE_WT1_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ZIRN_TRETINOIN_RESPONSE_WT1_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZIRN_TRETINOIN_RESPONSE_WT1_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ZIRN_TRETINOIN_RESPONSE_WT1_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZIRN_TRETINOIN_RESPONSE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ZIRN_TRETINOIN_RESPONSE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZIRN_TRETINOIN_RESPONSE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ZIRN_TRETINOIN_RESPONSE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"STREICHER_LSM1_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/STREICHER_LSM1_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"STREICHER_LSM1_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/STREICHER_LSM1_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BUSA_SAM68_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BUSA_SAM68_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BUSA_SAM68_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BUSA_SAM68_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KAN_RESPONSE_TO_ARSENIC_TRIOXIDE","http://www.broadinstitute.org/gsea/msigdb/cards/KAN_RESPONSE_TO_ARSENIC_TRIOXIDE",12,12,12,12,12,12,12,12,"","","","","","","",""
"LANG_MYB_FAMILY_TARGETS","http://www.broadinstitute.org/gsea/msigdb/cards/LANG_MYB_FAMILY_TARGETS",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_TERMINAL_END_BUD_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_TERMINAL_END_BUD_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MCBRYAN_TERMINAL_END_BUD_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MCBRYAN_TERMINAL_END_BUD_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP","http://www.broadinstitute.org/gsea/msigdb/cards/NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN","http://www.broadinstitute.org/gsea/msigdb/cards/NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_SKIN_TUMOR_PROMOTER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_SKIN_TUMOR_PROMOTER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_SKIN_TUMOR_PROMOTER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_SKIN_TUMOR_PROMOTER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_PAPILLOMA_RISK_LOW_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_PAPILLOMA_RISK_LOW_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_PAPILLOMA_RISK_LOW_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_PAPILLOMA_RISK_LOW_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_PAPILLOMA_RISK_HIGH_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_PAPILLOMA_RISK_HIGH_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_PAPILLOMA_RISK_HIGH_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_PAPILLOMA_RISK_HIGH_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"MAHADEVAN_IMATINIB_RESISTANCE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/MAHADEVAN_IMATINIB_RESISTANCE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"MAHADEVAN_IMATINIB_RESISTANCE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/MAHADEVAN_IMATINIB_RESISTANCE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TOMIDA_METASTASIS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TOMIDA_METASTASIS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TOMIDA_METASTASIS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TOMIDA_METASTASIS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"OZANNE_AP1_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/OZANNE_AP1_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"OZANNE_AP1_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/OZANNE_AP1_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HWANG_PROSTATE_CANCER_MARKERS","http://www.broadinstitute.org/gsea/msigdb/cards/HWANG_PROSTATE_CANCER_MARKERS",12,12,12,12,12,12,12,12,"","","","","","","",""
"CORRADETTI_MTOR_PATHWAY_REGULATORS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CORRADETTI_MTOR_PATHWAY_REGULATORS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HU_ANGIOGENESIS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HU_ANGIOGENESIS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HU_ANGIOGENESIS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HU_ANGIOGENESIS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
