"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2"
"NUCLEOPLASM_PART","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEOPLASM_PART",13105,2,2,211,0,0,1,1,"",""
"RECEPTOR_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/RECEPTOR_COMPLEX",13105,2,2,56,0,0,1,1,"",""
"SECRETORY_GRANULE","http://www.broadinstitute.org/gsea/msigdb/cards/SECRETORY_GRANULE",13105,2,2,18,0,0,1,1,"",""
"BASOLATERAL_PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/BASOLATERAL_PLASMA_MEMBRANE",13105,2,2,35,0,0,1,1,"",""
"INTEGRAL_TO_ORGANELLE_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRAL_TO_ORGANELLE_MEMBRANE",13105,2,2,50,0,0,1,1,"",""
"EXTRACELLULAR_SPACE","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRACELLULAR_SPACE",13105,2,2,245,0,0,1,1,"",""
"MITOCHONDRIAL_RESPIRATORY_CHAIN","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_RESPIRATORY_CHAIN",13105,2,2,24,0,0,1,1,"",""
"GOLGI_STACK","http://www.broadinstitute.org/gsea/msigdb/cards/GOLGI_STACK",13105,2,2,13,0,0,1,1,"",""
"FOCAL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/FOCAL_ADHESION",13105,2,2,13,0,0,1,1,"",""
"ER_GOLGI_INTERMEDIATE_COMPARTMENT","http://www.broadinstitute.org/gsea/msigdb/cards/ER_GOLGI_INTERMEDIATE_COMPARTMENT",13105,2,2,24,0,0,1,1,"",""
"INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE","http://www.broadinstitute.org/gsea/msigdb/cards/INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE",13105,2,2,631,0,0,1,1,"",""
"MEMBRANE_COAT","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_COAT",13105,2,2,17,0,0,1,1,"",""
"CENTROSOME","http://www.broadinstitute.org/gsea/msigdb/cards/CENTROSOME",13105,2,2,58,0,0,1,1,"",""
"PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX",13105,2,2,15,0,0,1,1,"",""
"NUCLEAR_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_MEMBRANE",13105,2,2,50,0,0,1,1,"",""
"INTRACELLULAR_ORGANELLE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/INTRACELLULAR_ORGANELLE_PART",13105,2,2,1192,0,0,1,1,"",""
"MACROMOLECULAR_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/MACROMOLECULAR_COMPLEX",13105,2,2,945,0,0,1,1,"",""
"NUCLEAR_PORE","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_PORE",13105,2,2,31,0,0,1,1,"",""
"NUCLEOLAR_PART","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEOLAR_PART",13105,2,2,18,0,0,1,1,"",""
"MITOCHONDRION","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRION",13105,2,2,343,0,0,1,1,"",""
"MITOCHONDRIAL_ENVELOPE","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_ENVELOPE",13105,2,2,97,0,0,1,1,"",""
"CORTICAL_CYTOSKELETON","http://www.broadinstitute.org/gsea/msigdb/cards/CORTICAL_CYTOSKELETON",13105,2,2,20,0,0,1,1,"",""
"TRANS_GOLGI_NETWORK","http://www.broadinstitute.org/gsea/msigdb/cards/TRANS_GOLGI_NETWORK",13105,2,2,21,0,0,1,1,"",""
"RESPIRATORY_CHAIN_COMPLEX_I","http://www.broadinstitute.org/gsea/msigdb/cards/RESPIRATORY_CHAIN_COMPLEX_I",13105,2,2,15,0,0,1,1,"",""
"EXTRACELLULAR_MATRIX","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRACELLULAR_MATRIX",13105,2,2,100,0,0,1,1,"",""
"SMALL_RIBOSOMAL_SUBUNIT","http://www.broadinstitute.org/gsea/msigdb/cards/SMALL_RIBOSOMAL_SUBUNIT",13105,2,2,11,0,0,1,1,"",""
"TRANSCRIPTION_FACTOR_TFIID_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSCRIPTION_FACTOR_TFIID_COMPLEX",13105,2,2,14,0,0,1,1,"",""
"MITOCHONDRIAL_RIBOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_RIBOSOME",13105,2,2,22,0,0,1,1,"",""
"APICAL_PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/APICAL_PLASMA_MEMBRANE",13105,2,2,14,0,0,1,1,"",""
"MICROBODY","http://www.broadinstitute.org/gsea/msigdb/cards/MICROBODY",13105,2,2,47,0,0,1,1,"",""
"CHROMOSOMAL_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMOSOMAL_PART",13105,2,2,96,0,0,1,1,"",""
"APICOLATERAL_PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/APICOLATERAL_PLASMA_MEMBRANE",13105,2,2,34,0,0,1,1,"",""
"CONDENSED_CHROMOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/CONDENSED_CHROMOSOME",13105,2,2,34,0,0,1,1,"",""
"NUCLEAR_MEMBRANE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_MEMBRANE_PART",13105,2,2,42,0,0,1,1,"",""
"GOLGI_ASSOCIATED_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/GOLGI_ASSOCIATED_VESICLE",13105,2,2,29,0,0,1,1,"",""
"TRANSCRIPTION_FACTOR_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSCRIPTION_FACTOR_COMPLEX",13105,2,2,89,0,0,1,1,"",""
"LEADING_EDGE","http://www.broadinstitute.org/gsea/msigdb/cards/LEADING_EDGE",13105,2,2,47,0,0,1,1,"",""
"LYSOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/LYSOSOME",13105,2,2,61,0,0,1,1,"",""
"PROTEIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_COMPLEX",13105,2,2,816,0,0,1,1,"",""
"EXTRINSIC_TO_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRINSIC_TO_MEMBRANE",13105,2,2,25,0,0,1,1,"",""
"SYNAPSE","http://www.broadinstitute.org/gsea/msigdb/cards/SYNAPSE",13105,2,2,27,0,0,1,1,"",""
"INTRINSIC_TO_ORGANELLE_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTRINSIC_TO_ORGANELLE_MEMBRANE",13105,2,2,52,0,0,1,1,"",""
"ANCHORED_TO_PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/ANCHORED_TO_PLASMA_MEMBRANE",13105,2,2,13,0,0,1,1,"",""
"INTRINSIC_TO_GOLGI_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTRINSIC_TO_GOLGI_MEMBRANE",13105,2,2,15,0,0,1,1,"",""
"SITE_OF_POLARIZED_GROWTH","http://www.broadinstitute.org/gsea/msigdb/cards/SITE_OF_POLARIZED_GROWTH",13105,2,2,11,0,0,1,1,"",""
"NUCLEAR_SPECK","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_SPECK",13105,2,2,11,0,0,1,1,"",""
"PML_BODY","http://www.broadinstitute.org/gsea/msigdb/cards/PML_BODY",13105,2,2,14,0,0,1,1,"",""
"RIBOSOMAL_SUBUNIT","http://www.broadinstitute.org/gsea/msigdb/cards/RIBOSOMAL_SUBUNIT",13105,2,2,20,0,0,1,1,"",""
"CORTICAL_ACTIN_CYTOSKELETON","http://www.broadinstitute.org/gsea/msigdb/cards/CORTICAL_ACTIN_CYTOSKELETON",13105,2,2,13,0,0,1,1,"",""
"ENDOPLASMIC_RETICULUM_LUMEN","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOPLASMIC_RETICULUM_LUMEN",13105,2,2,14,0,0,1,1,"",""
"COLLAGEN","http://www.broadinstitute.org/gsea/msigdb/cards/COLLAGEN",13105,2,2,23,0,0,1,1,"",""
"MITOCHONDRIAL_MEMBRANE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_MEMBRANE_PART",13105,2,2,53,0,0,1,1,"",""
"MICROVILLUS","http://www.broadinstitute.org/gsea/msigdb/cards/MICROVILLUS",13105,2,2,11,0,0,1,1,"",""
"COATED_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/COATED_MEMBRANE",13105,2,2,17,0,0,1,1,"",""
"INTEGRIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRIN_COMPLEX",13105,2,2,19,0,0,1,1,"",""
"GROWTH_CONE","http://www.broadinstitute.org/gsea/msigdb/cards/GROWTH_CONE",13105,2,2,10,0,0,1,1,"",""
"TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE",13105,2,2,13,0,0,1,1,"",""
"ENDOPLASMIC_RETICULUM_PART","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOPLASMIC_RETICULUM_PART",13105,2,2,97,0,0,1,1,"",""
"PLASMA_MEMBRANE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/PLASMA_MEMBRANE_PART",13105,2,2,1158,0,0,1,1,"",""
"NEURON_PROJECTION","http://www.broadinstitute.org/gsea/msigdb/cards/NEURON_PROJECTION",13105,2,2,21,0,0,1,1,"",""
"PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/PLASMA_MEMBRANE",13105,2,2,1426,0,0,1,1,"",""
"PEROXISOME","http://www.broadinstitute.org/gsea/msigdb/cards/PEROXISOME",13105,2,2,47,0,0,1,1,"",""
"NUCLEOLUS","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEOLUS",13105,2,2,126,0,0,1,1,"",""
"SOLUBLE_FRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/SOLUBLE_FRACTION",13105,2,2,161,0,0,1,1,"",""
"VESICLE_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/VESICLE_MEMBRANE",13105,2,2,30,0,0,1,1,"",""
"CHROMOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMOSOME",13105,2,2,124,0,0,1,1,"",""
"NUCLEAR_CHROMOSOME_PART","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_CHROMOSOME_PART",13105,2,2,34,0,0,1,1,"",""
